user_url,user_description,following_count,followers_count,posts_amount
https://x.com/occupyheaven777,Sharing what the Lord has led me to in the hopes it helps to prepare God’s people and save those that aren’t yet His. THE MARK WILL BE MADE BY NEURALINK. 100%.,784 Following,"1,631 Followers","9,619 posts"
https://x.com/PillenEmSoft,#MAGAsotan,625 Following,294 Followers,"5,300 posts"
https://x.com/Mrpicklestheg,,42 Following,41 Followers,"1,886 posts"
https://x.com/CynicalPublius,"Free thinker, despiser of totalitarianism.  Branded an ""intellectual terrorist"" by Democrats.

I'm sorry Smokey, you were over the line.","8,407 Following",138.9K Followers,90K posts
https://x.com/TSLA4orphans,Medical Doctor. Psychiatrist. Founder/CEO orphans charity. Tesla investor. Catholic.,12 Following,627 Followers,52K posts
https://x.com/ShakaOz,"Treat others how you want to be treated, i am a father, husband, son and brother just living life.",186 Following,598 Followers,17.9K posts
https://x.com/EllDee369,🌟 Creative copywriter. Graphic designer. Lead singer.     ,12.6K Following,11.4K Followers,141.9K posts
https://x.com/Realtruth1978,"Trumper since escalator, Deport all Illegals, America 1st Patriot, It's ok to be afraid. Truths with Dark/Hard Humor","4,782 Following","5,772 Followers",24.8K posts
https://x.com/envisionalt7,"The Truth is out there, Dig for it! 🇺🇸","2,853 Following","3,489 Followers",35.7K posts
https://x.com/TheNostalgicDA,"My reflexes are probably better than yours, 80's kid, wrestling fan, Tesla, ÐOGE, SweeTarts, Seinfeld. Laugh at everything. Here for the 𝕏 takeover.","1,262 Following",779 Followers,"6,016 posts"
https://x.com/AriTeman,"Founder: , , , Defendant in 'major injustice': (We'll prevail :))","5,920 Following","6,051 Followers",30.3K posts
https://x.com/NumberWonTwice,Vet 🇺🇸 (ARMY Intel 35S) Lawman / Investor 🦋 🏴‍☠️ EP Founder of Archangel Productions LLC. BBBY GME IEP PHM IFBAP 🇺🇸 Pure 🩸,"2,395 Following","3,602 Followers",15K posts
https://x.com/DonUMC,Editor - Ultimate Motorcycling. My opinions reflect my personal opinions--nothing more.,384 Following,385 Followers,"6,666 posts"
https://x.com/GuntherEagleman,David Freeman - Political Commentator - America First - MAGA - Trump 2028 - Unfiltered,99.8K Following,1.1M Followers,208.1K posts
https://x.com/Alavei9,"... INFJ/P - T | #BLM | I likes New Age stuff | Welcome to Earth, Aliens! 👽 🛸 🖖 🌎",135 Following,272 Followers,25.1K posts
https://x.com/Joseph93488523,"Christian, Single Parent, Veteran American (CIB) 12th,11th,& 20thSFG(A), UPenn BA/M.Sc. Researcher, Anthro/Social Systems, 1st & 2nd A.",380 Following,576 Followers,10.6K posts
https://x.com/LordPente,"Yurt designer/builder/maker, car builder, machinist.",611 Following,"4,937 Followers",69.3K posts
https://x.com/iamnobody1961,"EX S&W RSM for NC, VA and TN, Retired Gun Industry flunky. Old, Fat, White guy. Love cats and dogs.
Had 1st airsoft/ Paintball catalog company in the US in 1985",950 Following,"1,115 Followers",54.5K posts
https://x.com/JessicaLynn300,,498 Following,31 Followers,885 posts
https://x.com/FivelCubed,,368 Following,67 Followers,"1,612 posts"
https://x.com/f_pitt2000,,551 Following,"1,384 Followers",19.7K posts
https://x.com/terrilynnmurphy,"Wife, Mother, Patriot 🇺🇸",869 Following,386 Followers,"1,372 posts"
https://x.com/ShannonLeigh818,likes/follows do not =agreement/endorsement. Embrace liberty.,362 Following,121 Followers,"3,937 posts"
https://x.com/Dude_Guy23,"Tesla Elon SpaceX
Time will be split into Before Elon (B.E.M) and After Elon (A.E.M.) 🇨🇦",643 Following,204 Followers,"1,237 posts"
https://x.com/__C0ldbrew__,Mama. Wife. American. Dragon Believer. 🇺🇸,713 Following,475 Followers,658 posts
https://x.com/Really369real,"If you only knew the magnificence of the 3, 6 and 9, then you would have the key to the universe.","3,055 Following","1,528 Followers",46.2K posts
https://x.com/me_maridu,"Legally Brazilian/Legally American MAGA. Economist, professional poker player, painter. Dog is God backwards. Make Posts Great Again!",960 Following,884 Followers,"4,749 posts"
https://x.com/TheFern_X,I'm prehistoric! Been on planet earth since before the dinosaurs. Sharing my wise knowledge with you crazy humans.,"1,779 Following",609 Followers,31.6K posts
https://x.com/AlJigra,Gotcha!!,38 Following,211 Followers,12.6K posts
https://x.com/spaethon,Catservative 🌴 God Bless America 🇺🇸  #2A  #MAGA  🍊  #Pureblood 🩸,43.9K Following,46K Followers,57.9K posts
https://x.com/johnnyn37340951,we all want good action figures for our love ones $TOYRF,69 Following,151 Followers,"2,910 posts"
https://x.com/Jtheranger_wtf,"Army Veteran, Patriot, Dragon Believer, deplorable, garbage, and so on.","7,778 Following","7,494 Followers",17.3K posts
https://x.com/LaCadutaDiRoma,My history is repeating itself before your very own eyes. 🇺🇸  🟦,765 Following,"1,363 Followers",14.8K posts
